"Sp"	"Algorithm"	"Threshold"	"Partition"	"AUC"	"Kappa"	"TSS"	"Jaccard"	"Sorensen"	"Fpb"	"OR"	"Boyce"	"AUC_SD"	"Kappa_SD"	"TSS_SD"	"Jaccard_SD"	"Sorensen_SD"	"Fpb_SD"	"OR_SD"	"Boyce_SD"
"calonectria_pseudonaviculata"	"BRT"	"JACCARD"	"BOOT"	0.998776	0.9896	0.9896	0.989770739064857	0.994807520752075	1.97954147812971	0.0052	0.792	0.00194522544729816	0.0147024918060213	0.0147024918060213	0.0143132063463224	0.00731364637559944	0.0286264126926454	0.00886174995386904	0.270177568216436
"calonectria_pseudonaviculata"	"GAM"	"JACCARD"	"BOOT"	0.998976	0.9876	0.9876	0.9876	0.993712509058606	1.9752	0.0124	1	0.00305076504289314	0.0139327832459847	0.0139327832459847	0.0139327832459847	0.0071056921117983	0.0278655664919694	0.0139327832459847	0
"calonectria_pseudonaviculata"	"GAU"	"JACCARD"	"BOOT"	0.999352	0.9956	0.9956	0.9956	0.997777777777778	1.9912	0.0044	0.89628	0.00125165033912374	0.00836903915192961	0.00836903915192961	0.00836903915192961	0.00422678745046948	0.0167380783038592	0.00836903915192961	0.205101372645881
"calonectria_pseudonaviculata"	"MXD"	"JACCARD"	"BOOT"	0.999512	0.9904	0.9904	0.990494117647059	0.995191599159916	1.98098823529412	0.0056	0.97684	0.000829221419926729	0.0115987332172483	0.0115987332172483	0.0114583453541782	0.00580739459708791	0.0229166907083564	0.00907114735222145	0.0632624465449855
"calonectria_pseudonaviculata"	"MXS"	"JACCARD"	"BOOT"	0.9994	0.9928	0.9928	0.992839215686275	0.996367471849226	1.98567843137255	0.006	0.97454	0.0011773370158878	0.0126232697339283	0.0126232697339283	0.0125327049811413	0.00637201545648333	0.0250654099622827	0.0108796758655199	0.103646024368265
"calonectria_pseudonaviculata"	"PCA"	"JACCARD"	"BOOT"	0.999784	0.9976	0.9976	0.9976	0.998787878787879	1.9952	0.0024	0.93572	0.000600462406850603	0.00656521445318632	0.00656521445318632	0.00656521445318632	0.00331576487534661	0.0131304289063726	0.00656521445318632	0.176130637972651
"calonectria_pseudonaviculata"	"PCS"	"JACCARD"	"BOOT"	0.999888	0.9988	0.9988	0.9988	0.999393939393939	1.9976	0.0012	0.969326530612245	0.000450233499510682	0.00479795874964191	0.00479795874964191	0.00479795874964191	0.00242321148971812	0.00959591749928382	0.0047979587496419	0.121559551207611
"calonectria_pseudonaviculata"	"RDF"	"JACCARD"	"BOOT"	0.999828	0.9944	0.9944	0.994469984917044	0.997203602713213	1.98893996983409	0.0028	0.88542	0.000318183620456069	0.0099303698268473	0.0099303698268473	0.00976517569610917	0.00494425348432554	0.0195303513922186	0.00701019665507731	0.227098835806108
"calonectria_pseudonaviculata"	"SVM"	"JACCARD"	"BOOT"	0.999768	0.9952	0.9952	0.99521568627451	0.997583758375838	1.99043137254902	0.004	0.86358	0.00047183532236213	0.00862838221173801	0.00862838221173801	0.00860048899154982	0.00434354336958943	0.0172009779830996	0.00808122035641769	0.246212625051385
"calonectria_pseudonaviculata"	"WMEA"	"JACCARD"	"BOOT"	0.999776	0.9976	0.9976	0.9976	0.998787878787879	1.9952	0.0024	0.93572	0.00062680270632238	0.00656521445318632	0.00656521445318632	0.00656521445318632	0.00331576487534661	0.0131304289063726	0.00656521445318632	0.176130637972651
