"Sp"	"Algorithm"	"Threshold"	"Partition"	"AUC"	"Kappa"	"TSS"	"Jaccard"	"Sorensen"	"Fpb"	"OR"	"Boyce"	"AUC_SD"	"Kappa_SD"	"TSS_SD"	"Jaccard_SD"	"Sorensen_SD"	"Fpb_SD"	"OR_SD"	"Boyce_SD"
"calonectria_pseudonaviculata"	"BRT"	"JACCARD"	"BOOT"	0.997168	0.9812	0.9812	0.981262745098039	0.990454978354978	1.96252549019608	0.0176	0.6721	0.00266538200348277	0.0186962835988376	0.0186962835988376	0.0185736532798487	0.00955689396785235	0.0371473065596974	0.0169705627484771	0.287444848303682
"calonectria_pseudonaviculata"	"GAM"	"JACCARD"	"BOOT"	0.995564	0.9868	0.9868	0.9868	0.993262474311812	1.9736	0.0132	0.895	0.00846888085033334	0.0192130907753765	0.0192130907753765	0.0192130907753765	0.00988538537666983	0.038426181550753	0.0192130907753765	0.213577584534016
"calonectria_pseudonaviculata"	"GAU"	"JACCARD"	"BOOT"	0.99588	0.9628	0.9628	0.963844446341672	0.981522959080602	1.92768889268334	0.0108	0.59598	0.00186438149726577	0.0166647617959059	0.0166647617959059	0.0159784542272077	0.00833305520635876	0.0319569084544151	0.0141190275435495	0.22904927640228
"calonectria_pseudonaviculata"	"MXD"	"JACCARD"	"BOOT"	0.998824	0.9892	0.9892	0.989340271493213	0.994589336484669	1.97868054298643	0.006	0.90364	0.00199658483927135	0.0146858254581673	0.0146858254581673	0.0144047377409251	0.00736211999350916	0.0288094754818505	0.0108796758655199	0.191584665570167
"calonectria_pseudonaviculata"	"MXS"	"JACCARD"	"BOOT"	0.99636	0.9524	0.9524	0.953886877828054	0.976293962841662	1.90777375565611	0.0192	0.60952	0.00260141248916345	0.0209528138483418	0.0209528138483418	0.0200046063128646	0.0104983640235784	0.0400092126257282	0.0175940620781036	0.229635757721853
"calonectria_pseudonaviculata"	"PCA"	"JACCARD"	"BOOT"	0.998936	0.9816	0.9816	0.981780392156863	0.990734003861148	1.96356078431373	0.0116	0.63932	0.00127163080253633	0.0170664965977921	0.0170664965977921	0.0169197339587065	0.00865840121832259	0.0338394679174129	0.0162078338327804	0.282478205046922
"calonectria_pseudonaviculata"	"PCS"	"JACCARD"	"BOOT"	0.99924	0.9872	0.9872	0.987347812971342	0.993578875246468	1.97469562594268	0.008	0.73556	0.00100366674687145	0.0149884309126903	0.0149884309126903	0.0147707900965002	0.0075178084273018	0.0295415801930006	0.0121218305346265	0.296900392834543
"calonectria_pseudonaviculata"	"RDF"	"JACCARD"	"BOOT"	0.997896	0.9788	0.9788	0.978869683257919	0.989246588029306	1.95773936651584	0.0192	0.6116	0.00207265579410001	0.0173369959500321	0.0173369959500321	0.0172362282341911	0.00883825852423201	0.0344724564683823	0.0171237989300248	0.258918393888649
"calonectria_pseudonaviculata"	"SVM"	"JACCARD"	"BOOT"	0.999136	0.9836	0.9836	0.983905279034691	0.991853107663707	1.96781055806938	0.0028	0.58972	0.00213252365587281	0.0119112363346719	0.0119112363346719	0.0116578701021081	0.00594731664676606	0.0233157402042163	0.00809131557628931	0.254934808793726
"calonectria_pseudonaviculata"	"WMEA"	"JACCARD"	"BOOT"	0.99896	0.9816	0.9816	0.981818401206636	0.9907535205713	1.96363680241327	0.0104	0.64896	0.00128030608585189	0.0170664965977921	0.0170664965977921	0.0169001530589497	0.00864928793447596	0.0338003061178996	0.0162832078271715	0.27639397790185
